,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,0,0,0,0,,,,2024-11-23 17:17:33.099886,,,
0.0,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,,,,2024-11-23 17:17:33.099886,,,
0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,0,0,0,0,,,,2024-11-23 17:17:33.099886,,,
0.1,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,2024-11-23 17:17:33.099886,,,
0.1,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,True,,2024-11-23 17:17:33.099886,,,
0.2,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,2024-11-23 17:17:33.099886,,,
0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,0,0,0,0,,,,2024-11-23 17:17:33.099886,,,
0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,0,0,0,6,,,,2024-11-23 17:17:33.099886,,,
0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,0,0,0,6,,,,2024-11-23 17:17:33.099886,,,
0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,0,0,0,6,,,,2024-11-23 17:17:33.099886,,,
0.3,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,,,,2024-11-23 17:17:33.099886,,,
0.4,,,,,,,,,,,,,,,,,,,,,,0,0,0,4,,,,2024-11-23 17:17:33.099886,,,
0.4,,,,,,,,,,,,,,,,,,,,,,0,0,0,6,,,,2024-11-23 17:17:33.099886,,,
0.4,,,,,,,,,,,,,,,,,,,,,,0,0,0,4,,,,2024-11-23 17:17:33.099886,,,
0.5,,,,,,,,,,,,,,,,,,,,,,0,0,0,4,,True,,2024-11-23 17:17:33.099886,,,
0.5,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,,,,,,,,,,,,,,0,0,0,4,,True,,2024-11-23 17:17:33.099886,,,
0.5,,,,,,,,,,,,,,,,,,,,,,0,0,0,4,,,,2024-11-23 17:17:33.099886,,,
0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,0,0,0,4,,,,2024-11-23 17:17:33.099886,,,
0.6,,,,,,,,,,,,,,,,,,,,,,0,0,0,6,,,,2024-11-23 17:17:33.099886,,,
0.6,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,,,,2024-11-23 17:17:33.099886,,,
0.7,,,,,,,,,,,,,,,,,,,,,,0,0,0,5,,,,2024-11-23 17:17:33.099886,,,
0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2,,,,,,,,,,,,0,0,0,5,,True,,2024-11-23 17:17:33.099886,,,
0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,Heavy_Edit_Splatling,Inkbrush,Goo-Tuber,Hero-Shooter-Replica,Custom_E-liter_4K_Scope,Charcoal_Decavitator,Big_Swig_Roller_Express,Ballpoint-Splatling,,0,0,0,6,,,,2024-11-23 17:17:33.099886,,,
0.8,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,,,,,Heavy_Edit_Splatling,Inkbrush,Goo-Tuber,Hero-Shooter-Replica,Custom_E-liter_4K_Scope,Charcoal_Decavitator,Big_Swig_Roller_Express,Ballpoint-Splatling,,0,0,0,5,,,,2024-11-23 17:17:33.099886,,,
0.8,,,,,,,,,,,,,,,,,,,,,,0,0,0,5,,,,2024-11-23 17:17:33.099886,,,
0.8,,,,,,,,,,,,,,,,,,,,,,0,0,0,5,,,,2024-11-23 17:17:33.099886,,,
0.9,,,,,,,,,,,,,,,,,,,,,,0,0,0,4,,,,2024-11-23 17:17:33.099886,,,
0.9,,,,,,,,,,,,,,,,,,,,,,1,0,0,4,,,,2024-11-23 17:17:33.099886,,,
0.9,,,,,,,,,,,,,,,,,,,,,,0,0,0,4,,,,2024-11-23 17:17:33.099886,,,
1.0,,,,,,,,,,,,,,,,,,,,,,0,0,0,4,,,,2024-11-23 17:17:33.099886,,,
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,Heavy_Edit_Splatling,Inkbrush,Goo-Tuber,Hero-Shooter-Replica,Custom_E-liter_4K_Scope,Charcoal_Decavitator,Big_Swig_Roller_Express,Ballpoint-Splatling,,0,0,0,4,,,,2024-11-23 17:17:33.099886,,,
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,Heavy_Edit_Splatling,Inkbrush,Goo-Tuber,Hero-Shooter-Replica,Custom_E-liter_4K_Scope,Charcoal_Decavitator,Big_Swig_Roller_Express,Ballpoint-Splatling,,0,0,0,5,,,,2024-11-23 17:17:33.099886,,,
1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,Heavy_Edit_Splatling,Inkbrush,Goo-Tuber,Hero-Shooter-Replica,Custom_E-liter_4K_Scope,Charcoal_Decavitator,Big_Swig_Roller_Express,Ballpoint-Splatling,,1,0,0,5,,,,2024-11-23 17:17:33.099886,,,
1.1,,,,,,,,,,,,,,,,,,,,,,1,0,0,5,,,,2024-11-23 17:17:33.099886,,,
1.1,,,,,,,,,,,,,,,,,,,,,,1,0,0,5,,,,2024-11-23 17:17:33.099886,,,
1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,Heavy_Edit_Splatling,Inkbrush,Goo-Tuber,Hero-Shooter-Replica,Custom_E-liter_4K_Scope,Charcoal_Decavitator,Big_Swig_Roller_Express,Ballpoint-Splatling,,0,0,0,5,,,,2024-11-23 17:17:33.099886,,,
