,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,True,,2024-11-23 17:00:40.495084,,,
,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,True,,2024-11-23 17:00:40.495084,,,
,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,True,,2024-11-23 17:00:40.495084,,,
,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,True,,2024-11-23 17:00:40.495084,,,
,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,True,,2024-11-23 17:00:40.495084,,,
,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,True,,2024-11-23 17:00:40.495084,,,
,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,True,,2024-11-23 17:00:40.495084,,,
,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,True,,2024-11-23 17:00:40.495084,,,
,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,True,,2024-11-23 17:00:40.495084,,,
,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,True,,2024-11-23 17:00:40.495084,,,
,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,True,,2024-11-23 17:00:40.495084,,,
,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,True,,2024-11-23 17:00:40.495084,,,
,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,True,,2024-11-23 17:00:40.495084,,,
,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,True,,2024-11-23 17:00:40.495084,,,
,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,True,,2024-11-23 17:00:40.495084,,,
,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,True,,2024-11-23 17:00:40.495084,,,
,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,True,,2024-11-23 17:00:40.495084,,,
,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,True,,2024-11-23 17:00:40.495084,,,
,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,True,,2024-11-23 17:00:40.495084,,,
,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,True,,2024-11-23 17:00:40.495084,,,
,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,2024-11-23 17:00:40.495084,,,
,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,2024-11-23 17:00:40.495084,,,
,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,True,,2024-11-23 17:00:40.495084,,,
,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,2024-11-23 17:00:40.495084,,,
,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,2024-11-23 17:00:40.495084,,,
,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,2024-11-23 17:00:40.495084,,,
,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,2024-11-23 17:00:40.495084,,,
,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,2024-11-23 17:00:40.495084,,,
,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,2024-11-23 17:00:40.495084,,,
,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,2024-11-23 17:00:40.495084,,,
,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,2024-11-23 17:00:40.495084,,,
,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,2024-11-23 17:00:40.495084,,,
,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,2024-11-23 17:00:40.495084,,,
,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,2024-11-23 17:00:40.495084,,,
,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,2024-11-23 17:00:40.495084,,,
,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,2024-11-23 17:00:40.495084,,,
,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,2024-11-23 17:00:40.495084,,,
,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,2024-11-23 17:00:40.495084,,,
,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,2024-11-23 17:00:40.495084,,,
,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,2024-11-23 17:00:40.495084,,,
,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,2024-11-23 17:00:40.495084,,,
,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,2024-11-23 17:00:40.495084,,,
,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,2024-11-23 17:00:40.495084,,,
,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,2024-11-23 17:00:40.495084,,,
,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,2024-11-23 17:00:40.495084,,,
,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,2024-11-23 17:00:40.495084,,,
,,,,,,,,,,,17,,,,,,,,,,,0,0,0,0,,,,2024-11-23 17:00:40.495084,,,
,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,2024-11-23 17:00:40.495084,,,
,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,2024-11-23 17:00:40.495084,,,
,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,2024-11-23 17:00:40.495084,,,
,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,2024-11-23 17:00:40.495084,,,
,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,2024-11-23 17:00:40.495084,,,
,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,2024-11-23 17:00:40.495084,,,
,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,2024-11-23 17:00:40.495084,,,
,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,2024-11-23 17:00:40.495084,,,
,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,2024-11-23 17:00:40.495084,,,
,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,2024-11-23 17:00:40.495084,,,
,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,2024-11-23 17:00:40.495084,,,
,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,2024-11-23 17:00:40.495084,,,
,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,2024-11-23 17:00:40.495084,,,
,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,2024-11-23 17:00:40.495084,,,
,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,True,,2024-11-23 17:00:40.495084,,,
,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,2024-11-23 17:00:40.495084,,,
,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,2024-11-23 17:00:40.495084,,,
,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,2024-11-23 17:00:40.495084,,,
,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,True,,2024-11-23 17:00:40.495084,,,
,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,2024-11-23 17:00:40.495084,,,
,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,True,,2024-11-23 17:00:40.495084,,,
,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,2024-11-23 17:00:40.495084,,,
,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,2024-11-23 17:00:40.495084,,,
