,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,0,0,0,6,,,,2024-11-23 17:15:16.546382,,,
0.0,,,,,,,,,,,,,,,,,,,,,,0,0,0,5,,,,2024-11-23 17:15:16.546382,,,
0.1,,,,,,,,,,,,,,,,,,,,,,0,0,0,7,,,,2024-11-23 17:15:16.546382,,,
0.1,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2,,,,,,,,,,,,,0,0,0,4,,,,2024-11-23 17:15:16.546382,,,
0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,,7,,,,,,,,,,,,1,0,0,4,,,,2024-11-23 17:15:16.546382,,,
0.2,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,,,,,,,,,,,,,,0,0,0,6,,,,2024-11-23 17:15:16.546382,,,
0.2,,,,,,,,,,,,,,,,,,,,,,0,0,0,4,,,,2024-11-23 17:15:16.546382,,,
0.2,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,,7,,,,,,,,,,,,0,0,0,4,,,,2024-11-23 17:15:16.546382,,,
0.3,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,,,,,,,,,,,,,,0,0,0,6,,,,2024-11-23 17:15:16.546382,,,
0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,,,,,,,,,,,,,,0,0,0,4,,,,2024-11-23 17:15:16.546382,,,
0.3,,,,,,,,,,,,,,,,,,,,,,0,0,0,3,,,,2024-11-23 17:15:16.546382,,,
0.4,0.0,0.0,0.0,3.0,0.0,3.0,3.0,3.0,7,,,,,,,,,,,,,0,0,0,3,,,,2024-11-23 17:15:16.546382,,,
0.4,,,,,,,,,,,,,,,,,,,,,,0,0,0,2,,,,2024-11-23 17:15:16.546382,,,
0.4,,,,,,,,,,,,,,,,,,,,,,0,0,0,3,,,,2024-11-23 17:15:16.546382,,,
0.5,,,,,,,,,,,,,,,,,,,,,,0,0,0,3,,,,2024-11-23 17:15:16.546382,,,
0.5,,,,,,,,,,,,,,,,,,,,,,0,0,0,6,,,,2024-11-23 17:15:16.546382,,,
0.5,,,,,,,,,,,,,,,,,,,,,,0,0,0,4,,,,2024-11-23 17:15:16.546382,,,
0.6,,,,,,,,,,,,,,,,,,,,,,0,0,0,4,,,,2024-11-23 17:15:16.546382,,,
0.6,,,,,,,,,,,,,,,,,,,,,,0,0,0,4,,,,2024-11-23 17:15:16.546382,,,
0.6,,,,,,,,,,,,,,,,,,,,,,0,0,0,3,,,,2024-11-23 17:15:16.546382,,,
0.7,0.0,0.0,0.0,3.0,0.0,0.0,3.0,3.0,5,,,,,,,,,,,,,0,0,0,4,,,,2024-11-23 17:15:16.546382,,,
0.7,,,,,,,,,,,,,,,,,,,,,,0,0,0,4,,,,2024-11-23 17:15:16.546382,,,
0.7,,,,,,,,,,,,,,,,,,,,,,0,0,0,5,,,,2024-11-23 17:15:16.546382,,,
0.8,,,,,,,,,,,,,,,,,,,,,,0,0,0,4,,,,2024-11-23 17:15:16.546382,,,
0.8,,,,,,,,,,,,,,,,,,,,,,0,0,0,4,,,,2024-11-23 17:15:16.546382,,,
0.8,,,,,,,,,,,,,,,,,,,,,,0,0,0,3,,,,2024-11-23 17:15:16.546382,,,
0.9,0.0,3.0,0.0,0.0,3.0,0.0,0.0,3.0,,,,,Splatana-Wiper,Glooga_Dualies_Deco,Heavy-Splatling,Carbon-Roller-Deco,Order_Dualie_Replicas,Clash-Blaster,Dread_Wringer,Bloblobber_Deco,,0,0,0,4,,,,2024-11-23 17:15:16.546382,,,
0.9,,,,,,,,,,,,,,,,,,,,,,0,0,0,4,,,,2024-11-23 17:15:16.546382,,,
